NPI,TIN,TYPE,NEGOTIATION_ARRANGEMENT,BILLING_CODE_TYPE,BILLING_CODE,NEGOTIATED_TYPE,NEGOTIATED_RATE,BILLING_CLASS
1841672490,310823056,ein,ffs,CPT,99213,negotiated,264.87,professional
1215997143,630683364,ein,ffs,CPT,99213,negotiated,41.0,professional
1497704175,630683364,ein,ffs,CPT,99213,negotiated,41.0,professional
1538273941,650581847,ein,ffs,CPT,99213,negotiated,62.19,professional
1912012394,650581847,ein,ffs,CPT,99213,negotiated,62.19,professional
1376658757,650581847,ein,ffs,CPT,99213,negotiated,62.19,professional
1104864693,383793664,ein,ffs,CPT,99213,negotiated,59.05,professional
1184907289,300807116,ein,ffs,CPT,99213,negotiated,70.69,professional
1255303863,237246265,ein,ffs,CPT,99213,negotiated,85.74,professional
1083706147,200780248,ein,ffs,CPT,99213,negotiated,52.4,professional
1831213438,363261413,ein,ffs,CPT,99213,negotiated,64.51,professional
1053507616,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1558331249,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1902244361,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1356586408,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1972916187,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1174895171,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1528472008,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1356764617,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1336377225,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1093035735,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1437591286,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1760434641,383134514,ein,ffs,CPT,99213,negotiated,52.86,professional
1093053522,463026520,ein,ffs,CPT,99213,negotiated,65.65,professional
1104052372,363451422,ein,ffs,CPT,99213,negotiated,50.69,professional
1093180481,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1124791405,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1003208497,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1851830285,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1740788413,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1689909236,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1629470752,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1619075884,271428070,ein,ffs,CPT,99213,negotiated,86.4,professional
1821297961,640911702,ein,ffs,CPT,99213,negotiated,75.0,professional
1568656189,275384912,ein,ffs,CPT,99213,negotiated,88.65,professional
1043302706,201149509,ein,ffs,CPT,99213,negotiated,113.48,professional
1740227859,203955068,ein,ffs,CPT,99213,negotiated,106.26,professional
1144205469,541472926,ein,ffs,CPT,99213,negotiated,144.67,professional
1225494198,43429176,ein,ffs,CPT,99213,negotiated,93.42,professional
1003819905,222478326,ein,ffs,CPT,99213,negotiated,63.22,professional
1487694022,581503902,ein,ffs,CPT,99213,negotiated,236.41,professional
1548340474,581503902,ein,ffs,CPT,99213,negotiated,236.41,professional
1114050457,581503902,ein,ffs,CPT,99213,negotiated,236.41,professional
1073788816,581503902,ein,ffs,CPT,99213,negotiated,236.41,professional
1164865978,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1164535340,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1477895548,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1669585790,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1447305818,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1669915088,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1821001033,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1558474676,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1538326152,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1245202647,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1487881017,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1588898761,463778277,ein,ffs,CPT,99213,negotiated,65.34,professional
1710224993,742784568,ein,ffs,CPT,99213,negotiated,41.91,professional
1205131323,742784568,ein,ffs,CPT,99213,negotiated,41.91,professional
1194133348,582560475,ein,ffs,CPT,99213,negotiated,115.0,professional
1861055634,582560475,ein,ffs,CPT,99213,negotiated,115.0,professional
1245849983,582560475,ein,ffs,CPT,99213,negotiated,115.0,professional
1346523719,463175783,ein,ffs,CPT,99213,negotiated,59.17,professional
1538592688,240795682,ein,ffs,CPT,99213,negotiated,154.14,professional
1174011852,475280920,ein,ffs,CPT,99213,negotiated,84.92,professional
1851339683,341734715,ein,ffs,CPT,99213,negotiated,245.64,professional
1558307223,383336414,ein,ffs,CPT,99213,negotiated,232.78,professional
1669612412,260225690,ein,ffs,CPT,99213,negotiated,69.77,professional
1801909916,823321114,ein,ffs,CPT,99213,negotiated,15.0,professional
1396849873,582547904,ein,ffs,CPT,99213,negotiated,44.73,professional
1255355335,223114583,ein,ffs,CPT,99213,negotiated,59.8,professional
1871736504,742620408,ein,ffs,CPT,99213,negotiated,88.65,professional
1750661880,742620408,ein,ffs,CPT,99213,negotiated,88.65,professional
1548263379,275007008,ein,ffs,CPT,99213,negotiated,45.63,professional
1700226131,371140016,ein,ffs,CPT,99213,negotiated,72.1,professional
1174601348,581890724,ein,ffs,CPT,99213,negotiated,73.44,professional
1205848017,581890724,ein,ffs,CPT,99213,negotiated,73.44,professional
1154409449,581890724,ein,ffs,CPT,99213,negotiated,73.44,professional
1730487794,455360384,ein,ffs,CPT,99213,negotiated,88.65,professional
1912990979,454061362,ein,ffs,CPT,99213,negotiated,94.41,professional
1508138082,274697455,ein,ffs,CPT,99213,negotiated,44.85,professional
1003191362,274697455,ein,ffs,CPT,99213,negotiated,44.85,professional
1750399077,201832351,ein,ffs,CPT,99213,negotiated,124.11,professional
1255604021,852340873,ein,ffs,CPT,99213,negotiated,66.49,professional
1437574696,261786075,ein,ffs,CPT,99213,negotiated,59.05,professional
1992854491,270869061,ein,ffs,CPT,99213,negotiated,50.19,professional
1639469539,270869061,ein,ffs,CPT,99213,negotiated,50.19,professional
1629469184,270869061,ein,ffs,CPT,99213,negotiated,50.19,professional
1720217805,161710235,ein,ffs,CPT,99213,negotiated,126.45,professional
1255309639,161710235,ein,ffs,CPT,99213,negotiated,126.45,professional
1750703260,161710235,ein,ffs,CPT,99213,negotiated,126.45,professional
1194148494,161710235,ein,ffs,CPT,99213,negotiated,126.45,professional
1275776171,204342807,ein,ffs,CPT,99213,negotiated,81.14,professional
1164476263,204342807,ein,ffs,CPT,99213,negotiated,81.14,professional
1205039807,61833974,ein,ffs,CPT,99213,negotiated,100.24,professional
1184063182,61833974,ein,ffs,CPT,99213,negotiated,100.24,professional
1831197300,752481965,ein,ffs,CPT,99213,negotiated,141.84,professional
1922040633,43619745,ein,ffs,CPT,99213,negotiated,103.85,professional
1356901573,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1588195655,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1235688227,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1962034355,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1740446186,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1003269697,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1225591563,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1114400504,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1679022990,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1740668623,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1871033001,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1124460027,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1083606776,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1063777274,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1750552162,860146520,ein,ffs,CPT,99213,negotiated,53.65,professional
1023009081,593830433,ein,ffs,CPT,99213,negotiated,93.34,professional
1255710919,202942458,ein,ffs,CPT,99213,negotiated,264.28,professional
1891204772,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1467725945,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1376570440,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1114336120,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1013232321,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1700483898,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1659966166,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1578040077,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1891910840,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1073829818,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1043728546,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1124670740,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1508470923,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1053782664,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1639225840,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1285802363,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1881990901,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1902424393,860930581,ein,ffs,CPT,99213,negotiated,71.54,professional
1184704124,61610467,ein,ffs,CPT,99213,negotiated,59.09,professional
1790882843,911788642,ein,ffs,CPT,99213,negotiated,44.85,professional
1114352473,391810348,ein,ffs,CPT,99213,negotiated,65.32,professional
1114353836,391810348,ein,ffs,CPT,99213,negotiated,65.32,professional
1598890139,391810348,ein,ffs,CPT,99213,negotiated,65.32,professional
1508291865,391810348,ein,ffs,CPT,99213,negotiated,65.32,professional
1063802494,391810348,ein,ffs,CPT,99213,negotiated,65.32,professional
1992715924,760010407,ein,ffs,CPT,99213,negotiated,182.71,professional
1801896212,202403793,ein,ffs,CPT,99213,negotiated,95.49,professional
1043266638,431383893,ein,ffs,CPT,99213,negotiated,61.44,professional
1760437933,431383893,ein,ffs,CPT,99213,negotiated,61.44,professional
1043651656,541165145,ein,ffs,CPT,99213,negotiated,55.62,professional
1982840146,541165145,ein,ffs,CPT,99213,negotiated,55.62,professional
1851493175,541165145,ein,ffs,CPT,99213,negotiated,55.62,professional
1013924943,202523253,ein,ffs,CPT,99213,negotiated,189.88,professional
1639253933,720797287,ein,ffs,CPT,99213,negotiated,52.83,professional
1831167881,431598353,ein,ffs,CPT,99213,negotiated,89.71,professional
1497421481,472077135,ein,ffs,CPT,99213,negotiated,87.09,professional
1801005418,371579699,ein,ffs,CPT,99213,negotiated,114.72,professional
1255727087,203797981,ein,ffs,CPT,99213,negotiated,150.09,professional
1063474682,203797981,ein,ffs,CPT,99213,negotiated,150.09,professional
1821036633,203797981,ein,ffs,CPT,99213,negotiated,150.09,professional
1891917431,203797981,ein,ffs,CPT,99213,negotiated,150.09,professional
1205098910,823029718,ein,ffs,CPT,99213,negotiated,84.63,professional
1477787836,203059260,ein,ffs,CPT,99213,negotiated,135.35,professional
1790834281,203059260,ein,ffs,CPT,99213,negotiated,135.35,professional
1306150644,203059260,ein,ffs,CPT,99213,negotiated,135.35,professional
1750722765,352435687,ein,ffs,CPT,99213,negotiated,44.13,professional
1043568652,352435687,ein,ffs,CPT,99213,negotiated,44.13,professional
1790910578,453191565,ein,ffs,CPT,99213,negotiated,47.42,professional
1245503929,453191565,ein,ffs,CPT,99213,negotiated,47.42,professional
1619065398,410730602,ein,ffs,CPT,99213,negotiated,66.76,professional
1457356305,391257431,ein,ffs,CPT,99213,negotiated,238.63,professional
1760450894,280663852,npi,ffs,CPT,99213,negotiated,57.75,professional
1447342886,252761802,npi,ffs,CPT,99213,negotiated,72.72,professional
1225250913,250965307,npi,ffs,CPT,99213,negotiated,89.01,professional
1679639124,266980070,npi,ffs,CPT,99213,negotiated,43.76,professional
1285608968,590704934,ein,ffs,CPT,99213,negotiated,90.9,professional
1003006552,900499004,ein,ffs,CPT,99213,negotiated,69.68,professional
1194782839,352643454,ein,ffs,CPT,99213,negotiated,87.53,professional
1346641800,264115761,ein,ffs,CPT,99213,negotiated,93.76,professional
1487075966,264115761,ein,ffs,CPT,99213,negotiated,93.76,professional
1720479678,264115761,ein,ffs,CPT,99213,negotiated,93.76,professional
1982090254,264115761,ein,ffs,CPT,99213,negotiated,93.76,professional
1770543837,410758512,ein,ffs,CPT,99213,negotiated,89.62,professional
1306241849,311155352,ein,ffs,CPT,99213,negotiated,107.06,professional
1649257775,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1750769469,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1194923086,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1740242908,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1922345909,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1073756821,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1184996076,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1902807431,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1508196213,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1306822531,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1992781231,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1295159465,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1477988178,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1295751774,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1467478958,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1497801351,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1750795845,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1851450241,20222215,ein,ffs,CPT,99213,negotiated,140.13,professional
1295793529,364452578,ein,ffs,CPT,99213,negotiated,111.29,professional
1316987464,10211551,ein,ffs,CPT,99213,negotiated,88.58,professional
1598718553,270671710,ein,ffs,CPT,99213,negotiated,51.02,professional
1114126703,264551484,ein,ffs,CPT,99213,negotiated,66.22,professional
1154497626,161704630,ein,ffs,CPT,99213,negotiated,41.12,professional
1366400129,60646973,ein,ffs,CPT,99213,negotiated,88.58,professional
1629218086,60646973,ein,ffs,CPT,99213,negotiated,88.58,professional
1730316118,60646973,ein,ffs,CPT,99213,negotiated,88.58,professional
1669585170,60646973,ein,ffs,CPT,99213,negotiated,88.58,professional
1982685673,60646973,ein,ffs,CPT,99213,negotiated,88.58,professional
1407933435,272182082,ein,ffs,CPT,99213,negotiated,40.8,professional
1790010643,621114867,ein,ffs,CPT,99213,negotiated,85.59,professional
1245210160,341873807,ein,ffs,CPT,99213,negotiated,110.15,professional
1457317489,593544951,ein,ffs,CPT,99213,negotiated,58.06,professional
1336236959,141961170,ein,ffs,CPT,99213,negotiated,72.55,professional
1649367251,141961170,ein,ffs,CPT,99213,negotiated,72.55,professional
1154523884,205055554,ein,ffs,CPT,99213,negotiated,56.0,professional
1184678039,610661458,ein,ffs,CPT,99213,negotiated,40.43,professional
1669617643,610661458,ein,ffs,CPT,99213,negotiated,40.43,professional
1982600946,201435808,ein,ffs,CPT,99213,negotiated,101.12,professional
1467970442,431383893,ein,ffs,CPT,99213,negotiated,61.44,professional
1871702209,431383893,ein,ffs,CPT,99213,negotiated,61.44,professional
1629328828,561120065,ein,ffs,CPT,99213,negotiated,57.0,professional
1467468140,200126888,ein,ffs,CPT,99213,negotiated,57.62,professional
1730291006,651147134,ein,ffs,CPT,99213,negotiated,54.0,professional
1932211224,651147134,ein,ffs,CPT,99213,negotiated,54.0,professional
1871548024,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1659765287,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1265789366,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1487640850,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1346235074,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1932116373,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1255406377,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1467890889,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1942594973,581443753,ein,ffs,CPT,99213,negotiated,219.0,professional
1831553833,273610763,ein,ffs,CPT,99213,negotiated,68.47,professional
1205008935,541191615,ein,ffs,CPT,99213,negotiated,151.26,professional
1134424401,452646018,ein,ffs,CPT,99213,negotiated,149.13,professional
1780691436,591271292,ein,ffs,CPT,99213,negotiated,60.0,professional
1043390875,591271292,ein,ffs,CPT,99213,negotiated,60.0,professional
1922259316,591271292,ein,ffs,CPT,99213,negotiated,60.0,professional
1245252741,260700880,ein,ffs,CPT,99213,negotiated,62.57,professional
1669940672,910565890,ein,ffs,CPT,99213,negotiated,70.77,professional
1912917485,850210610,ein,ffs,CPT,99213,negotiated,90.56,professional
1376703645,562137574,ein,ffs,CPT,99213,negotiated,88.29,professional
1336377639,562137574,ein,ffs,CPT,99213,negotiated,88.29,professional
1457588915,562137574,ein,ffs,CPT,99213,negotiated,88.29,professional
1003245481,731121127,ein,ffs,CPT,99213,negotiated,86.11,professional
1932140209,231932869,ein,ffs,CPT,99213,negotiated,77.88,professional
1720568454,273992837,ein,ffs,CPT,99213,negotiated,41.89,professional
1477555852,200160881,ein,ffs,CPT,99213,negotiated,56.09,professional
1609250083,201202088,ein,ffs,CPT,99213,negotiated,68.7,professional
1891016614,201202088,ein,ffs,CPT,99213,negotiated,68.7,professional
1689081143,201202088,ein,ffs,CPT,99213,negotiated,68.7,professional
1487191268,201202088,ein,ffs,CPT,99213,negotiated,68.7,professional
1366412090,550492006,ein,ffs,CPT,99213,negotiated,159.07,professional
1770717555,550492006,ein,ffs,CPT,99213,negotiated,159.07,professional
1972646479,550492006,ein,ffs,CPT,99213,negotiated,159.07,professional
1033593223,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1124375605,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1114440856,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1972082170,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1871682567,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1740576545,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1194163931,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1659773190,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1245672674,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1073881959,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1104186030,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1992221139,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1710202239,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1225170160,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1891248316,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1336704485,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1285832725,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1083846984,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1598157224,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1033427695,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1023537248,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1144693474,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1831143072,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1417324211,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1255753810,204497535,ein,ffs,CPT,99213,negotiated,85.59,professional
1467439133,200356379,ein,ffs,CPT,99213,negotiated,69.52,professional
1942265491,161706882,ein,ffs,CPT,99213,negotiated,53.15,professional
1972694388,161706882,ein,ffs,CPT,99213,negotiated,53.15,professional
1154351823,111607849,ein,ffs,CPT,99213,negotiated,107.08,professional
1154439586,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1770541211,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1003086166,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1154365278,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1124050141,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1679757561,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1629394952,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1649227828,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1528032208,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1205297942,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1518055672,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1841248721,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1851501183,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1912995085,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1972779262,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1285622381,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1548358591,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1952516007,272268928,ein,ffs,CPT,99213,negotiated,136.53,professional
1164493060,621646170,ein,ffs,CPT,99213,negotiated,587.75,professional
1841407046,42562362,ein,ffs,CPT,99213,negotiated,131.33,professional
1972542785,208106540,ein,ffs,CPT,99213,negotiated,57.24,professional
1679535405,208106540,ein,ffs,CPT,99213,negotiated,57.24,professional
1598081325,391351587,ein,ffs,CPT,99213,negotiated,136.12,professional
1043266117,201630143,ein,ffs,CPT,99213,negotiated,57.05,professional
1316967417,201630143,ein,ffs,CPT,99213,negotiated,57.05,professional
1811917487,201630143,ein,ffs,CPT,99213,negotiated,57.05,professional
1194741652,201630143,ein,ffs,CPT,99213,negotiated,57.05,professional
1003810458,391855720,ein,ffs,CPT,99213,negotiated,148.05,professional
1811253289,391805963,ein,ffs,CPT,99213,negotiated,203.32,professional
1669452280,391805963,ein,ffs,CPT,99213,negotiated,203.32,professional
1588695886,203592657,ein,ffs,CPT,99213,negotiated,64.31,professional
1881629962,203592657,ein,ffs,CPT,99213,negotiated,64.31,professional
1285893784,751389871,ein,ffs,CPT,99213,negotiated,109.41,professional
1124476205,320227907,ein,ffs,CPT,99213,negotiated,84.36,professional
1336109412,264277740,ein,ffs,CPT,99213,negotiated,115.55,professional
1477539781,562182546,ein,ffs,CPT,99213,negotiated,52.97,professional
1568642874,562182546,ein,ffs,CPT,99213,negotiated,52.97,professional
1013176312,203451250,ein,ffs,CPT,99213,negotiated,203.32,professional
1154317675,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1629017199,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1760820831,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1558708032,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1447491477,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1558357079,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1346236551,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1063673358,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1013903541,311575051,ein,ffs,CPT,99213,negotiated,90.55,professional
1417945635,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1114027307,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1932394962,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1780672998,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1346238011,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1134142615,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1780672394,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1902191414,390808480,ein,ffs,CPT,99213,negotiated,183.85,professional
1528006608,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1013904390,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1326244856,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1790957868,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1699913194,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1952376824,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1306821525,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1689089062,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1114931912,581661116,ein,ffs,CPT,99213,negotiated,157.6,professional
1891352910,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1619061371,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1316412174,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1023334893,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1275075152,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1427533595,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1265711170,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1134647522,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1003421827,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1619021276,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1861659039,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1245559798,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1831462183,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1053606152,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1588950539,311175717,ein,ffs,CPT,99213,negotiated,75.6,professional
1780613240,232919472,ein,ffs,CPT,99213,negotiated,101.92,professional
1154613677,260755054,ein,ffs,CPT,99213,negotiated,44.33,professional
1689926982,300828870,ein,ffs,CPT,99213,negotiated,106.3,professional
1407484181,300828870,ein,ffs,CPT,99213,negotiated,106.3,professional
1427125509,453252953,ein,ffs,CPT,99213,negotiated,86.42,professional
1104023308,262665620,ein,ffs,CPT,99213,negotiated,137.45,professional
1679531636,262665620,ein,ffs,CPT,99213,negotiated,137.45,professional
1508846312,150532254,ein,ffs,CPT,99213,negotiated,55.89,professional
1396786729,760568042,ein,ffs,CPT,99213,negotiated,103.85,professional
1619364510,760568042,ein,ffs,CPT,99213,negotiated,103.85,professional
1134224942,760568042,ein,ffs,CPT,99213,negotiated,103.85,professional
1235544826,260593568,ein,ffs,CPT,99213,negotiated,63.75,professional
1497237408,260593568,ein,ffs,CPT,99213,negotiated,63.75,professional
1952409963,261556250,ein,ffs,CPT,99213,negotiated,85.56,professional
1962457895,561025032,ein,ffs,CPT,99213,negotiated,257.48,professional
1083611446,364512259,ein,ffs,CPT,99213,negotiated,57.39,professional
1265486914,203648965,ein,ffs,CPT,99213,negotiated,50.19,professional
1912083379,203648965,ein,ffs,CPT,99213,negotiated,50.19,professional
1225020225,341771792,ein,ffs,CPT,99213,negotiated,42.73,professional
1174685101,581364849,ein,ffs,CPT,99213,negotiated,248.32,professional
1356579155,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1700036431,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1538193826,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1700823515,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1245645878,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1194201426,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1457519332,260790928,ein,ffs,CPT,99213,negotiated,48.54,professional
1124251046,311138311,ein,ffs,CPT,99213,negotiated,159.44,professional
1376594465,391977350,ein,ffs,CPT,99213,negotiated,44.05,professional
1063518686,471966782,ein,ffs,CPT,99213,negotiated,22.03,professional
1265440952,550589718,ein,ffs,CPT,99213,negotiated,90.88,professional
1871587303,201406399,ein,ffs,CPT,99213,negotiated,81.1,professional
1407819493,465016228,ein,ffs,CPT,99213,negotiated,62.85,professional
1477792398,261532628,ein,ffs,CPT,99213,negotiated,58.12,professional
1346418274,261532628,ein,ffs,CPT,99213,negotiated,58.12,professional
